card_id,cluster_id
C_ID_eed0ba12b4,0
C_ID_4d72cf1542,0
C_ID_395faeb385,0
C_ID_ba76d5e7b0,0
C_ID_8fec2173c7,1
C_ID_d6d5e0aa90,3
C_ID_60cc447e16,0
C_ID_9bbc59c408,3
C_ID_1e6f588fb5,0
C_ID_358ef626eb,1
C_ID_6cdf1dd0ae,0
C_ID_703ae82312,3
C_ID_8cfacdc712,5
C_ID_c742e5e5a4,5
C_ID_6adf898df9,5
C_ID_d697810a6d,3
C_ID_8bdd658418,1
C_ID_a5faa12353,3
C_ID_70f6e3c301,0
C_ID_b9785fa306,0
C_ID_41b0f647e9,5
C_ID_fa86d141cc,3
C_ID_978d35796c,2
C_ID_f4f803a454,3
C_ID_7edd40d6c5,0
C_ID_de1a26758f,2
C_ID_4aaa9b744c,3
C_ID_e9328398c6,3
C_ID_d32d8f83a8,0
C_ID_2e7800fa79,0
C_ID_5fe1a4e8a0,3
C_ID_9d93a46412,0
C_ID_ae2de3a42c,3
C_ID_9e0e3b0286,0
C_ID_e7cefc84dc,3
C_ID_2a87c40d8d,5
C_ID_494cd765fb,3
C_ID_a6a683e9e0,1
C_ID_a0d8469023,0
C_ID_5c6eac5691,3
C_ID_d24c39a68b,3
C_ID_69e2038c2f,1
C_ID_eb72b4d905,3
C_ID_0ee800b842,3
C_ID_c1fad1ee99,3
C_ID_3c7ab8b265,0
C_ID_63f88858ff,3
C_ID_2c56b9d85d,0
C_ID_0580a744b3,0
C_ID_b755ee3417,1
C_ID_2652479266,0
C_ID_4598ab5db0,3
C_ID_5061d7b165,5
C_ID_20f607b52a,1
C_ID_8de2441e14,0
C_ID_16bf4912f1,3
C_ID_9d95705711,0
C_ID_a997f64a67,2
C_ID_b9f43f45f9,0
C_ID_bd6597a5c7,2
C_ID_5b22983a43,4
C_ID_97c55ad319,0
C_ID_261be18ca2,0
C_ID_db3d922e58,3
C_ID_2f81b1d74e,2
C_ID_1b62cbb77f,3
C_ID_bf8e57767e,0
C_ID_a1b659d632,2
C_ID_c770d49bae,3
C_ID_f45fe3de16,5
C_ID_67861638b5,2
C_ID_f02f37d5b5,0
C_ID_2c4a09ba82,0
C_ID_9839731aef,0
C_ID_88c7388492,1
C_ID_f4b86fd58c,3
C_ID_86f16405c3,3
C_ID_f0a9161164,5
C_ID_5f349a0557,3
C_ID_79537e5563,0
C_ID_648c238d6d,0
C_ID_34f998e4cf,0
C_ID_5a1d53fa74,0
C_ID_0b7b5c9f97,5
C_ID_b0556e9daa,3
C_ID_949c6f9271,3
C_ID_17059cc732,0
C_ID_9f15d7a7fe,3
C_ID_10c81df0e5,1
C_ID_e66b336cd5,0
C_ID_8cdbcd89ee,0
C_ID_4d435f8f23,3
C_ID_46764fc09a,0
C_ID_9ba8701bed,4
C_ID_482fd432df,0
C_ID_dd406d3587,5
C_ID_a75f22e715,0
C_ID_08a82d7ae0,3
C_ID_31ef580b57,0
C_ID_84a027b29e,1
C_ID_6199e14ddb,2
C_ID_754c7a6026,5
C_ID_41156056ac,3
C_ID_166972f32a,1
C_ID_438f2b67b4,3
C_ID_221f23da77,3
C_ID_532d64ef6c,5
C_ID_578c19f3e0,2
C_ID_385018a6e6,5
C_ID_979e41aca8,0
C_ID_973883c2bf,0
C_ID_ce437a33ca,0
C_ID_fc12e319a9,4
C_ID_6a86cf1f36,0
C_ID_ab6aef738f,5
C_ID_c6acf80517,0
C_ID_847336a01b,4
C_ID_8b2fa67c7d,0
C_ID_3120a15c0d,3
C_ID_5c3ca42777,0
C_ID_803ed2d86a,3
C_ID_2724572e6a,0
C_ID_240ca3ae38,2
C_ID_8ad4933253,5
C_ID_bf6b638f49,3
C_ID_730ec0261a,5
C_ID_c3b6cf5143,0
C_ID_d7076e83b5,3
C_ID_d94b57cb47,3
C_ID_439f3d0323,3
C_ID_2268d8e7e1,3
C_ID_f52cc22df9,0
C_ID_356c6e4e11,1
C_ID_19b8c1a639,1
C_ID_a20d94510d,3
C_ID_2b878f8f41,0
C_ID_e90238fa72,5
C_ID_790eb703bd,3
C_ID_f9fa82de57,5
C_ID_7ba7c1c114,0
C_ID_b2ae350127,3
C_ID_1174ce19c2,3
C_ID_ddedf4bff4,1
C_ID_f60d9fee4f,0
C_ID_0926ebf773,2
C_ID_d8ccb52592,0
C_ID_6eee061f3c,0
C_ID_5cba3cc0d5,1
C_ID_58d7143592,0
C_ID_dc3cc6c2b0,0
C_ID_0f98787396,0
C_ID_65277aec85,3
C_ID_868d6fd0e1,3
C_ID_963a4ac1d0,3
C_ID_bfbce4cfea,5
C_ID_f38589dc61,3
C_ID_d07071a819,0
C_ID_3c5e886af9,3
C_ID_70e22da9f5,3
C_ID_c67b535b3d,4
C_ID_d1e18bb416,3
C_ID_85560e3b3d,0
C_ID_e7a7094bc7,0
C_ID_109f7db030,1
C_ID_03ce6c5187,3
C_ID_13b04227c0,5
C_ID_45ac32730c,0
C_ID_c148c23ac7,0
C_ID_cf4c2483c0,3
C_ID_cc95060510,5
C_ID_26e352b2fe,0
C_ID_f077591b23,3
C_ID_73f1a4acba,3
C_ID_35c2931f64,1
C_ID_0e5695eb2f,3
C_ID_0fa4f7c05a,0
C_ID_d268613b3d,0
C_ID_49fe582be2,3
C_ID_923257ea2a,0
C_ID_584c4fe792,0
C_ID_5fe7ff5279,3
C_ID_3677fff8d3,3
C_ID_35b9f7843b,0
C_ID_63321d2c0b,1
C_ID_e0907fbe7a,3
C_ID_2c49e9cc54,3
C_ID_2ed576fb7b,0
C_ID_32de5dd0de,1
C_ID_7c9dbf7f9c,3
C_ID_23bfed1309,3
C_ID_4914385502,0
C_ID_5af582c414,5
C_ID_14b213185b,0
C_ID_cee597430c,0
C_ID_b554993e32,0
C_ID_382a918de9,3
C_ID_1364cf4baf,1
C_ID_4e25f95e65,0
C_ID_c0e7abf104,3
C_ID_d59629ca34,2
C_ID_4d9bfd1064,0
C_ID_88c52e6ae9,0
C_ID_582e0b3220,3
C_ID_ce80258290,0
C_ID_679e2f549a,5
C_ID_b8addf76f9,3
C_ID_538e5f11b4,0
C_ID_33068f75d8,3
C_ID_7ea0d9e8f2,3
C_ID_2bebc3fbef,1
C_ID_2dfce05817,0
C_ID_23a37b546d,5
C_ID_123325332a,0
C_ID_14c759d8da,0
C_ID_e382200ff7,3
C_ID_5e577490b3,3
C_ID_18c2cb9102,2
C_ID_182ce31cf6,3
C_ID_4cee36a92b,5
C_ID_c9db6a891e,3
C_ID_6abdbd4050,5
C_ID_9a5df45bf4,5
C_ID_644548bb6d,0
C_ID_75e90b6825,0
C_ID_05ef15331c,3
C_ID_973d55bd4a,3
C_ID_72d01f95c1,0
C_ID_bc31e209e1,2
C_ID_2edc93606d,5
C_ID_50a4be5cb8,0
C_ID_df27712220,3
C_ID_5e2ec99fde,3
C_ID_b5d7a22367,0
C_ID_5476c32b4b,0
C_ID_2e706a7ca3,3
C_ID_6cdabd2a73,1
C_ID_216952adb2,1
C_ID_1e491eda45,4
C_ID_56cc8bb18a,0
C_ID_7a11078bd5,3
C_ID_7a804171f9,0
C_ID_457931f95e,5
C_ID_f24f60f4d3,5
C_ID_4d3ff08823,5
C_ID_3640f0e27a,1
C_ID_656f1cba70,3
C_ID_470469e81b,3
C_ID_8c2b49d1bc,1
C_ID_d3660f6bf4,0
C_ID_466d4f414b,3
C_ID_f4d51bea26,3
C_ID_736c902f48,0
C_ID_779bc79128,3
C_ID_ee218b3cce,1
C_ID_7a0b0ccc17,5
C_ID_e347b766cb,3
C_ID_312088b677,3
C_ID_39a1edcf1c,5
C_ID_4eb9f41103,0
C_ID_5187b648e3,0
C_ID_7426db303a,0
C_ID_8701c7b168,5
C_ID_d8f646a37e,2
C_ID_52df4bd0f3,0
C_ID_3abf500d75,5
C_ID_e4c0f96b38,3
C_ID_6be1641ef5,1
C_ID_7ba6b4d8db,5
C_ID_f4ad9803f0,3
C_ID_1d4d47675c,0
C_ID_2a1afde64d,0
C_ID_1386bb1b9f,0
C_ID_03a7550044,5
C_ID_4d2acc6bc9,0
C_ID_83c97f5603,0
C_ID_3adb9f5d0e,3
C_ID_57cae61b8f,3
C_ID_1b974549e8,1
C_ID_bc87da81fb,0
C_ID_495a941363,3
C_ID_595c5ccffb,1
C_ID_a499d99625,3
C_ID_c9ecd53197,0
C_ID_440fc2a83e,3
C_ID_8dab39389b,1
C_ID_a13dbe46c6,3
C_ID_5aafb48f3e,0
C_ID_94b39c6fec,5
C_ID_91fdea293a,0
C_ID_530fe47a2d,0
C_ID_573b448f56,2
C_ID_10fbf31e3a,1
C_ID_57edaef5b8,0
C_ID_7778747a7b,5
C_ID_9c41014931,5
C_ID_bad804fb73,0
C_ID_4156a64f3f,3
C_ID_398d3c533f,3
C_ID_b5df2f6c67,3
C_ID_8138151744,3
C_ID_6fe393562a,3
C_ID_b9ec536df5,4
C_ID_fb3441e839,3
C_ID_202f573301,0
C_ID_da05afd2ce,0
C_ID_7292303923,0
C_ID_d36db72d52,3
C_ID_fd8fd9dc8a,3
C_ID_888e02602c,3
C_ID_65829b174f,5
C_ID_60a4aab15c,0
C_ID_4327e271ef,4
C_ID_4493901af1,5
C_ID_97fe1517ee,3
C_ID_0a141c6910,3
C_ID_528fee91ff,4
C_ID_4a2ceabcf6,5
C_ID_0b2e591381,3
C_ID_016d36c729,5
C_ID_d291fbc138,3
C_ID_2a638a5721,5
C_ID_dbe0bd6ca7,0
C_ID_ab09e5a47e,2
C_ID_1b2528b618,3
C_ID_a0e5957846,0
C_ID_c3ac15dd49,3
C_ID_067e955008,3
C_ID_3b270bf5d5,0
C_ID_9cf11e9f1b,3
C_ID_7a3853b996,3
C_ID_f3a67d0b78,5
C_ID_31ff83ca6c,3
C_ID_e0b5663a0a,3
C_ID_78d0431be9,1
C_ID_cbc49d9cdc,5
C_ID_953e790905,0
C_ID_408d4b638c,3
C_ID_2c9e1aced6,3
C_ID_b93dced7da,0
C_ID_21f24f5662,1
C_ID_77259f4c2f,0
C_ID_e706882e1d,1
C_ID_faeb4aad53,0
C_ID_ad1ed7583f,3
C_ID_babb92a867,0
C_ID_2eeb8c103d,0
C_ID_ced1d37f2a,5
C_ID_788dffe21e,0
C_ID_fbb2e636c2,3
C_ID_4e7fde2c16,3
C_ID_71057bfb24,0
C_ID_0a233f968f,3
C_ID_e293cfb2f4,0
C_ID_8722cbe8a3,3
C_ID_d6449c982d,0
C_ID_a500ef6d1f,3
C_ID_269e433bf1,3
C_ID_abe17ce294,0
C_ID_7b6b20345a,5
C_ID_adedaa3ab4,0
C_ID_c58706e13d,1
C_ID_ea29e3b7c2,5
C_ID_24a28bd140,3
C_ID_ad34d08516,0
C_ID_98de1e425e,1
C_ID_ea679637c8,3
C_ID_f7b89a3b35,0
C_ID_fc847ca6c1,3
C_ID_513c14ac91,1
C_ID_49c8470369,0
C_ID_99fe2f1702,1
C_ID_e907463835,0
C_ID_0793f674dc,5
C_ID_b0e5861846,0
C_ID_07aea7a581,1
C_ID_8a245aad12,5
C_ID_1c1c1ad279,3
C_ID_e2d08554d5,0
C_ID_1fe76f1574,3
C_ID_020e156382,5
C_ID_2d2787f769,0
C_ID_2a092b634b,3
C_ID_f590fa6178,1
C_ID_bb1548ab7d,0
C_ID_be5ee61ee1,3
C_ID_a4a53b41d8,0
C_ID_e17649f975,0
C_ID_54d3c7b01d,5
C_ID_7aa0245f65,1
C_ID_032ec41538,1
C_ID_bb07551aab,5
C_ID_c7bee9959c,3
C_ID_039e908947,1
C_ID_e4bd509e69,2
C_ID_fa6a15b3f8,0
C_ID_e1a41b1c5b,0
C_ID_75a10f0b94,2
C_ID_5282297468,5
C_ID_11459f5e4d,3
C_ID_cda44eea0f,3
C_ID_1276f4822e,0
C_ID_6ffffe2535,3
C_ID_a03e22d6a3,0
C_ID_8dafe86d9e,3
C_ID_f0f98d12df,0
C_ID_9753073ed4,3
C_ID_86eea22acb,5
C_ID_2dfb1734f3,0
C_ID_c21930ab54,0
C_ID_74eb921381,3
C_ID_0460ed657a,0
C_ID_568d07ba15,3
C_ID_4e868e019d,2
C_ID_162d6d9f98,2
C_ID_f3a0e6bbe2,1
C_ID_2b797d3fe1,2
C_ID_81b84569a4,0
C_ID_cde83aec54,3
C_ID_96030d635c,0
C_ID_bc5cdbb467,5
C_ID_128b209b77,3
C_ID_a463c4cd25,5
C_ID_5997e45d8f,3
C_ID_6491f40704,3
C_ID_a0409988e3,0
C_ID_0fe17ede3d,1
C_ID_b24ed77949,3
C_ID_8878b22ab6,2
C_ID_09b50676a8,0
C_ID_b58322fefb,5
C_ID_bfeb2b52cd,3
C_ID_f802d8bd7d,0
C_ID_e6a8c0dce1,0
C_ID_599339d189,3
C_ID_d4b4055132,3
C_ID_8d8737fbf9,3
C_ID_afa305ed97,2
C_ID_c4cc4419b6,1
C_ID_03c3e5a17b,3
C_ID_85d7bb9632,5
C_ID_61f17d05bf,5
C_ID_33ac17f703,0
C_ID_2557c91d43,0
C_ID_b55e78f7de,5
C_ID_4837a85a85,3
C_ID_88839ed4f7,3
C_ID_2892d14c65,2
C_ID_171d2f2492,3
C_ID_f4d024775a,0
C_ID_1118c56fef,3
C_ID_b3f6c0f80b,0
C_ID_e0e0a3afeb,0
C_ID_44a0a2b09f,1
C_ID_c8682f253a,3
C_ID_45553f379e,0
C_ID_540d969c8d,3
C_ID_980ceec73d,3
C_ID_6ce8e76e4c,0
C_ID_a46fe42441,3
C_ID_791576f9be,3
C_ID_5fdd517aa7,3
C_ID_fef924d17f,3
C_ID_4fabcdbdd6,0
C_ID_29736e9164,3
C_ID_bcbc93f0d0,0
C_ID_d0768a0022,3
C_ID_f9dcfdb068,0
C_ID_41bc89298d,0
C_ID_4012a4ed3a,0
C_ID_fe4cd43c2c,5
C_ID_b86802efeb,0
C_ID_299ecebf4d,0
C_ID_2cb309e4b1,0
C_ID_26afe037bd,0
C_ID_7d81cfff63,0
C_ID_fc24e88a73,0
C_ID_a11e3b9770,3
C_ID_1a64a439f2,3
C_ID_5601bd61d1,5
C_ID_5a985dd5cd,1
C_ID_e0712223ff,3
C_ID_33ddf03758,0
C_ID_843c9fb048,1
C_ID_658ffc8be6,3
C_ID_e4d822b3ac,5
C_ID_6c847acf9b,0
C_ID_56ae14a3b2,3
C_ID_507f1dda2c,0
C_ID_5a6ef9844e,1
C_ID_41db0c8d4f,3
C_ID_1df8882760,5
C_ID_3807564606,5
C_ID_6d4ddcaea5,3
C_ID_623ba5fe09,3
C_ID_2f10b6d2eb,5
C_ID_b6bf440585,3
C_ID_e639157842,0
C_ID_511e6a71f5,2
C_ID_763b3db03b,5
C_ID_6f6d38b8c7,0
C_ID_db9639800f,5
C_ID_614fcc355e,0
C_ID_b037938f4a,1
C_ID_11822a3365,0
C_ID_5accd3fee5,0
C_ID_5a2bb613b3,0
C_ID_ab39543188,1
C_ID_172b4c9d1f,0
C_ID_cc0fd02aff,3
C_ID_0ecf8862eb,3
C_ID_31bde7b9aa,0
C_ID_3f19e6bbc9,0
C_ID_b7b25ee48a,3
C_ID_fca2dfb8b1,3
C_ID_ab4fc565f9,5
C_ID_34d5c54131,0
C_ID_f9c6807dfc,5
C_ID_82e4e6f17d,0
C_ID_c01255886b,3
C_ID_c0c1d7d218,3
C_ID_2bf0c97480,0
C_ID_76d06a02dc,5
C_ID_a4a48936db,5
C_ID_984379278f,3
C_ID_c6d8103a66,1
C_ID_db4d41c335,3
C_ID_367fec4f36,3
C_ID_61eaf659f8,0
C_ID_db2faf0442,5
C_ID_b75275beff,0
C_ID_a60a117afb,0
C_ID_d1113496d7,0
C_ID_367730df7c,0
C_ID_4d2ecb1166,3
C_ID_b843ab2780,5
C_ID_9c1d8784e9,1
C_ID_1484453f09,0
C_ID_08aba39fda,1
C_ID_9d61faec32,0
C_ID_01be7e8895,3
C_ID_a1cd236992,4
C_ID_f010d785cf,1
C_ID_f95370fbc2,3
C_ID_89830eba75,1
C_ID_ec9723f770,3
C_ID_8d4e973fa2,0
C_ID_041d4fa3d1,0
C_ID_780ab0f778,3
C_ID_de8e6e07ed,0
C_ID_6c63bb572b,3
C_ID_024346fe19,3
C_ID_7ea532eef8,0
C_ID_47aea05ccb,3
C_ID_3610120ac3,3
C_ID_a87d741216,1
C_ID_bb9a474496,0
C_ID_f2ac360332,4
C_ID_30504a4879,0
C_ID_55ba1b5287,1
C_ID_46c336d260,3
C_ID_3bfe208b1e,3
C_ID_5995e8b046,3
C_ID_459002b282,3
C_ID_add584f255,3
C_ID_ad9326f0f9,5
C_ID_300bc113bc,3
C_ID_f07973ad6e,3
C_ID_650557248c,5
C_ID_77367f8fa4,3
C_ID_8152e9e1f3,0
C_ID_ab602efdcb,0
C_ID_caecaf9983,3
C_ID_a68b158cc9,3
C_ID_2ed82ee0f8,3
C_ID_0984f1861e,5
C_ID_6309309ec7,0
C_ID_886272f813,3
C_ID_2bd21a0081,0
C_ID_12d59fa14f,5
C_ID_c1da049a1f,5
C_ID_2a85496703,1
C_ID_9c4bb6c6b1,0
C_ID_d38daccd81,0
C_ID_8db4c2e71b,0
C_ID_54d59c4447,3
C_ID_d39b7ddcb3,3
C_ID_ebf814187d,3
C_ID_1dc61a361f,0
C_ID_1bcf023c67,0
C_ID_4019f1b226,3
C_ID_652a94759f,3
C_ID_5d85b4f5bc,0
C_ID_8e293f0a4f,0
C_ID_bfede0ad26,3
C_ID_b93d53cd5c,0
C_ID_8ffa42b397,5
C_ID_61b70237e6,4
C_ID_6acee8bdf1,5
C_ID_94aaaffe31,0
C_ID_8544e8149e,3
C_ID_ffc4af1caa,3
C_ID_35c888398d,3
C_ID_d177b33b8a,3
C_ID_635bd04335,3
C_ID_9088174612,1
C_ID_561f84c9a6,0
C_ID_dcdb724219,0
C_ID_df65960bcd,5
C_ID_dd230452dc,0
C_ID_47a9adfdd7,2
C_ID_fa04d222ac,0
C_ID_9f9efc8a8b,3
C_ID_5255f1f264,0
C_ID_ccfe126276,5
C_ID_2173e0a1c0,5
C_ID_80cef446ae,3
C_ID_0c2dcc7386,0
C_ID_f037bebc87,0
C_ID_d730bc64a6,0
C_ID_7040846f86,5
C_ID_caa14a0f06,5
C_ID_8d31114a1b,3
C_ID_790500ee56,0
C_ID_a688df083e,0
C_ID_e86c60befd,5
C_ID_9bb96fa470,3
C_ID_a39da0fe69,0
C_ID_9438f27626,5
C_ID_11b30a8577,3
C_ID_14e53c929d,0
C_ID_a756a4627a,0
C_ID_a523b35f47,5
C_ID_0211041cb6,0
C_ID_5e89140f46,0
C_ID_62c42bed05,3
C_ID_4248ca69a7,0
C_ID_3245ecf10c,3
C_ID_0ac46ce4c2,0
C_ID_f710d6689c,3
C_ID_76e4997810,1
C_ID_ac9dd61bf6,3
C_ID_dbdad76f9f,0
C_ID_24d2c71b51,0
C_ID_502ec0aaa9,0
C_ID_9f0252957b,3
C_ID_0b9d70793f,0
C_ID_35e9e53328,3
C_ID_9ccedd706e,4
C_ID_3f217af417,3
C_ID_59777b7e49,3
C_ID_40ae7a8808,0
C_ID_432b52df42,0
C_ID_068129c7e9,3
C_ID_3effdce234,1
C_ID_36b76794af,5
C_ID_b08249306f,3
C_ID_0348481a42,0
C_ID_2db0fc1f8a,1
